name,pubchem_cid,UMAP1,UMAP2,pubchem_cid_clean,name_clean,has_metal,metal_count,metal_symbols,metal_category,valid_smiles
clindamycin-phosphate,443385.0,12.1856785,-0.49779776,443385,clindamycin-phosphate,False,0.0,,No metal,True
leniolisib,57495353.0,11.152963,-1.2962315,57495353,leniolisib,False,0.0,,No metal,True
darolutamide,121489720.0,9.58089,-1.0326031,121489720,darolutamide,False,0.0,,No metal,True
alfadolone-acetate,24733.0,7.7699113,3.4374993,24733,alfadolone-acetate,False,0.0,,No metal,True
idronoxil,219100.0,7.2986355,1.4383308,219100,idronoxil,False,0.0,,No metal,True
pd-118057,9864959.0,9.213326,0.93673146,9864959,pd-118057,False,0.0,,No metal,True
cep-33779,57336812.0,3.8527784,1.6929808,57336812,cep-33779,False,0.0,,No metal,True
mrk-409,22609888.0,9.707037,-1.3408333,22609888,mrk-409,False,0.0,,No metal,True
ubp-302,6420161.0,11.634915,-1.7052902,6420161,ubp-302,False,0.0,,No metal,True
clindamycin-palmitate,16052039.0,12.167002,-0.51367545,16052039,clindamycin-palmitate,False,0.0,,No metal,True
td139,73774610.0,11.873412,-2.4920058,73774610,td139,False,0.0,,No metal,True
succinic-acid,21952380.0,8.640538,2.3763587,21952380,succinic-acid,False,0.0,,No metal,True
bms-986142,86582336.0,11.385655,-1.2925174,86582336,bms-986142,False,0.0,,No metal,True
difenpiramide,100472.0,9.1829815,0.19966044,100472,difenpiramide,False,0.0,,No metal,True
brincidofovir,483477.0,11.485513,-2.5228827,483477,brincidofovir,False,0.0,,No metal,True
hexetidine,,10.815518,0.06630656,,hexetidine,False,0.0,,No metal,True
riboflavin-5-phosphate-sodium,643976.0,11.411402,-2.450118,643976,riboflavin-5-phosphate-sodium,False,0.0,,No metal,True
sacubitril,9811834.0,9.869897,1.6623995,9811834,sacubitril,False,0.0,,No metal,True
benztropine-mesylate,,11.887814,0.50789785,,benztropine-mesylate,False,0.0,,No metal,True
