name,pubchem_cid,UMAP1,UMAP2
sj-733,89508529.0,9.825915,-0.9375205
fosfluconazole,214356.0,9.688591,-0.9561859
istradefylline,5311037.0,10.479722,-1.5395304
amcasertib,122412734.0,10.82559,-1.1049278
moxidectin,9832912.0,7.4418254,3.8701782
ono-ae3-208,92978378.0,9.332663,1.0317974
sb-415286,4210951.0,7.762788,-0.9758135
tboa-(dl),90479771.0,9.159158,1.595189
cc-115,58298318.0,10.300611,-1.3057121
azd5069,56645576.0,3.9940805,1.7214302
blonanserin,125564.0,10.643257,-0.1410559
bp-554,134117.0,11.343049,-0.579265
jhw-007,,11.699188,0.49745697
diethylcarbamazine,3052.0,11.048195,-0.13761222
glesatinib,25181472.0,11.159592,-1.3593616
ursolic-acid,64945.0,8.026383,3.8535218
vesamicol,659840.0,11.576616,0.351553
alovudine,33039.0,11.805173,-2.795092
pilocarpine,5910.0,10.093311,-0.38039884
purvalanol-a,456214.0,10.146963,-0.6288676
benzethonium,2335.0,11.522959,0.89063764
mefloquine,40692.0,10.229864,0.64121395
deoxyarbutin,11521237.0,8.016689,1.9044415
ly3214996,121408882.0,10.889776,-1.360632
ns-11021,24825677.0,8.870844,-0.5812363
monocrotaline,9415.0,12.170264,0.087752365
masoprocol,688035.0,7.863774,1.6891365
squalamine,72495.0,4.812164,1.7879287
mc1568,71311876.0,9.344957,0.62001413
targinine,46906075.0,9.809873,1.9699001
xanthone,7020.0,7.517592,1.4027131
alantolactone,72724.0,7.8824253,3.7890854
mibampator,9889366.0,4.367166,2.0084484
karenitecin,148202.0,11.978523,-0.9972932
sbe-13,4719406.0,10.672778,0.9312772
ozolinone,76959758.0,11.419478,-0.7423838
kw-3902,,10.541304,-1.4355935
abt-491,154087.0,10.244211,-1.3429861
nonivamide,2998.0,10.305296,1.4977772
chiniofon,1550821.0,4.7052503,2.122265
carbendazim,25429.0,8.601075,-0.40171498
mercaptopurine,667490.0,8.814477,-0.1291786
6-aminopenicillanic-acid,7057887.0,5.046065,0.22883636
acriflavine,452192.0,9.207672,0.04750144
linezolid,441401.0,11.40542,-1.0753418
trichlormethiazide,12444480.0,3.786745,2.3941255
2-thiouracil,1269845.0,9.019556,0.14342895
methantheline,4097.0,11.520435,0.9906454
3-indolebutyric-acid,8617.0,8.859813,0.46712708
dehydrocorydaline,34781.0,11.689151,0.12729302
nu-2058,4564.0,9.416923,-0.37786844
tmn-355,44249042.0,9.256916,0.32042405
dixyrazine,9932302.0,11.150049,0.18186973
isosorbide-mononitrate,27661.0,7.639635,1.7913109
alosetron,2099.0,10.76278,-1.0388999
editol,7014872.0,10.9502535,1.3150806
s-38093,70941112.0,11.450359,-0.44139677
gsk2816126,68210102.0,10.835337,-1.2754012
thiorphan,4369380.0,9.770561,1.6662105
antalarmin,177990.0,10.584919,-0.20186785
hydroxychloroquine,12947.0,10.74316,-0.13390777
hematoxylin,442514.0,7.2237825,1.6305133
tetramisole,26879.0,10.59243,0.08729683
slv-319-(+/-),9826744.0,4.0707827,2.2433455
sapacitabine,153970.0,11.802724,-2.783003
ataluren,11219835.0,8.9348345,-0.37237537
l-glutamine,6992086.0,9.776927,1.8236539
prima1,322968.0,11.797157,0.30341515
filanesib,44224257.0,9.623625,-1.1015216
ml133,781301.0,10.165672,1.3863884
ouabain,11527152.0,7.4090347,3.899718
retapamulin,,11.999982,0.24205163
tazobactam,123630.0,4.961058,0.26142713
tradipitant,9916461.0,9.531814,-1.0195261
dpi-201106,10389826.0,11.50401,-0.28632674
m-chlorophenylbiguanide,1354.0,8.993214,0.72777355
metacresol,342.0,8.187435,1.5566318
lobenzarit,3946.0,9.209649,0.93714327
butalbital,2481.0,9.141435,0.26600975
cgp-74514,2794188.0,10.512276,-0.39576173
lanifibranor,68677842.0,4.186707,1.909592
ginkgolide-a,,7.6363854,3.6218414
cs-110266,123692.0,10.864279,0.19664475
vu0155069,25105713.0,10.816435,-1.1849835
lapatinib,208908.0,3.9194555,1.4822277
fidaxomicin,10034073.0,7.2504106,2.3340342
beta-glycerophosphoric-acid,2526.0,8.687294,2.098152
l-arginine,6322.0,9.753209,1.8894689
dipivefrine,969492.0,10.421551,1.7873517
phthalylsulfacetamide,8574.0,4.3968945,2.1536415
flumethasone,16490.0,7.459762,4.404191
n-salicoylaminophenol,4602.0,9.171375,0.9799904
ch5132799,49784945.0,3.86857,1.6567163
ckd-712,9861304.0,10.553686,1.1795794
md-920,6466.0,7.769679,3.8490548
ns-3623,9954236.0,9.021889,-0.83428454
clobenpropit,2790.0,9.970522,0.39673358
omtriptolide,6918522.0,7.5359435,4.0470986
bms-649,127019.0,7.7429204,2.0200336
norfloxacin,6919051.0,12.084993,-1.5995213
carsalam,16258.0,8.620982,0.55862916
pf-04691502,,11.4044485,-1.52765
ncs-382,6604757.0,7.8676915,1.6604856
ggti-298,9811606.0,9.81255,1.6409402
siponimod,44599207.0,11.309523,0.36348206
bms-817378,44137813.0,11.368024,-2.5049024
diftalone,30717.0,10.874406,-0.5484524
doconexent-ethyl-ester,9831416.0,8.448418,2.5015466
hycanthone,3634.0,11.357937,0.093466334
molindone,6604347.0,11.376868,-0.6556675
cedrol-(+),65575.0,8.088703,3.501711
dexchlorpheniramine,33036.0,10.913865,0.31761172
cb-03-01,11750009.0,7.5605235,4.1648617
bilobalide,73581.0,7.5457788,3.667181
latrepirdine,197033.0,10.735793,0.14382769
timolol,33624.0,10.97294,-1.6137103
eupatilin,5273755.0,7.308486,1.5303525
yoda-1,2746822.0,8.861485,-0.36663374
ceramide,5497136.0,9.984238,1.8505123
"n-methyl-(-)ephedrine-[1r,2s]",64782.0,9.098185,1.3679489
palmatine-chloride,19009.0,11.702775,0.12089039
nifedipine,4485.0,7.321113,-1.0013816
nifekalant,4486.0,8.1926565,-1.2003707
mephentermine,3677.0,9.671377,1.2316661
cefotiam,43708.0,4.7505326,-0.0884711
tetrahydrozoline,716128.0,10.152811,0.34308857
misonidazole,73050801.0,7.9354076,-1.1722836
clavulanate,5280980.0,5.19592,0.20672286
levopropoxyphene,133687039.0,11.454134,0.9507162
dr-2313,135522417.0,10.576423,-0.5788132
drospirenone,68873.0,7.8250394,3.8535156
ave-0991,9851724.0,4.0495467,1.6264093
cts21166,445649.0,9.852401,1.7660025
lidamidine,47510.0,9.01469,0.7600437
salidroside,159278.0,7.356409,2.2262197
ornidazole,688540.0,7.9253836,-1.1644145
rad140,44200882.0,9.234203,-0.6775306
flubendazole,35802.0,8.668348,-0.37738934
cantharidin,5944.0,7.672437,3.6320455
metirosine,6918925.0,9.375532,1.6532428
glycopyrrolate,9933193.0,11.753848,0.6689551
nafamostat,4413.0,8.90806,0.7925817
aim-100,11501591.0,11.040283,-0.8239331
n-acetylmannosamine,11869379.0,10.266202,2.388052
bms-182874,122272.0,4.041428,2.2737195
stetaderm,92730.0,8.07892,3.9332275
cefuroxime,5479529.0,4.7636065,-0.08393606
aminothiazole,2155.0,8.978907,-0.007785452
doxylamine,43833352.0,11.294911,0.6383709
icariin,5318997.0,7.143845,2.0661514
pi-828,25181195.0,11.355653,-0.8118691
nxy-059,6913176.0,4.676702,2.2310305
f-11440,208928.0,10.979294,-1.3850695
azd1283,23649325.0,3.9605424,1.6031456
ly2109761,11655119.0,11.006184,-1.1421527
ym-201636,9956222.0,11.066186,-0.9102812
tinoridine,5480.0,11.011032,-0.3972568
aloxistatin,65663.0,9.992373,1.8517387
anagrelide,135409400.0,10.588601,-0.9626149
dibenzothiophene,3023.0,8.337673,1.5431552
bu-224,2457.0,10.119668,0.3776368
brivanib,11234052.0,9.855569,-1.3521348
talmapimod,9871074.0,11.035635,-0.8541942
pf-06412562,74223726.0,9.252978,-0.6494418
kynurenic-acid,3845.0,8.613656,0.55158985
denopamine,5311064.0,10.474673,1.4435208
pifithrin-cyclic,443278.0,9.959142,-0.23720318
fusidic-acid,3000226.0,7.9348664,3.8523374
scriptaid,5186.0,9.797425,1.0097312
gpi-688,24901657.0,11.597977,-1.2013369
mrs-3777,11771279.0,9.501684,-0.15068005
kd-023,115175.0,8.037019,2.1880062
dolutegravir,54726191.0,12.030578,-0.99518526
purmorphamine,5284329.0,11.098728,-1.1872509
pha-568487,9932000.0,11.572972,-0.52596164
ripretinib,71584930.0,9.840296,-1.0955917
nitrofurantoin,6604200.0,7.809444,-1.0731488
skf-77434,6603997.0,11.327261,0.63293856
2-chloropyrazine,73277.0,8.61593,0.25461406
oxytetracycline,,9.880785,0.8787691
azd7687,,9.517343,0.8480019
l-701324,54682505.0,8.907003,0.52303237
nqdi-1,5522952.0,8.720517,0.72636193
pf-4981517,71315139.0,10.405751,-0.51894623
lithocholic-acid,9903.0,7.8331814,3.3451555
betahistine,2366.0,9.9523945,0.6482308
ehop-016,51031035.0,10.616321,-0.56228554
gka-50,11340230.0,9.209653,0.57149774
oac2,2814138.0,9.176645,0.09096434
iwp-l6,71601111.0,10.564102,-1.1683106
treosulfan,9882105.0,5.0818872,2.0735586
temsirolimus,134812825.0,12.402531,-0.0061782463
phenylpiracetam,781884.0,11.530454,-0.28273192
gilteritinib,49803313.0,11.377652,-1.4499615
moexipril,91270.0,11.904543,-0.65865344
velneperit,,4.183913,2.164386
voglibose,444020.0,10.390764,2.43401
esculin,5281417.0,7.2042074,2.159184
st-2825,24808138.0,11.583354,-1.0733838
st-1535,9860294.0,9.923907,-0.6818969
gsk1838705a,25182616.0,11.311822,-1.4694583
bafilomycin-a1,90656913.0,7.501952,3.60063
rivaroxaban,9875401.0,11.500431,-1.0071846
mizoribine,11949547.0,11.892549,-2.601586
oxotremorine-sesquifumarate,4630.0,11.292399,-0.21681073
scabertopin,93959111.0,7.732242,3.7517374
sodium-gluconate,10690.0,8.535652,2.2393007
ly2140023,9834591.0,9.453682,1.9305414
lu-aa-47070,,11.286298,-2.4771702
sulconazole,6604421.0,9.622526,-0.64255154
vanitiolide,72146.0,11.670626,0.112643965
ve-821,51000408.0,4.0723596,2.248408
cp-471474,9907286.0,4.3636,2.0523686
artesunate,6917864.0,7.653427,3.5929623
bms-779788,59251511.0,4.195363,2.132126
ampiroxicam,25273583.0,3.970501,2.132461
bq-788,5311032.0,11.93615,-0.7181532
romidepsin,56840936.0,12.433142,-0.5987457
rv1729,52913198.0,11.118066,-1.5440497
cariprazine,,10.857684,-0.6511903
ethimizol,6168.0,10.003489,-1.2393343
jnj-7706621,5330790.0,4.0836906,2.2462952
lurasidone,213046.0,10.854518,-0.96892303
pi4kiii-beta-inhibitor-1,71549093.0,4.0103397,2.0477653
phenyl-salicylate,8361.0,7.926867,1.6265026
alafosfalin,71957.0,9.085349,1.7223328
cobimetinib,16222096.0,11.307938,-1.0039387
bhq,2374.0,8.117826,1.5883763
cyanocobalamin,,11.470528,-2.408115
arbidol,28446253.0,11.127068,-0.31187838
o-1918,40469923.0,7.97753,1.6612108
mira-1,227681.0,11.656432,-0.20912577
oxymatrine,24864132.0,11.083947,-0.34077385
nu-6027,398148.0,9.279511,-0.31937066
doxapram,28248394.0,11.332798,-0.49037302
rasagiline,3052776.0,9.986752,1.0687382
titanocene-dichloride,11075829.0,8.646163,1.7365496
cipemastat,9824350.0,11.9880295,-0.8528985
motapizone,,9.577672,-1.167395
mrs-1845,92220886.0,7.2896276,-1.0270737
hyaluronic-acid,6852395.0,10.306346,2.3576097
