compound_embedding_row_index,compound_name,normalized_compound_name,actual_predictability,predicted_predictability,n_profiles,moa,clean_moa
696,"(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid; Retinoic Acid",2e 4e 6e 8e 3 7 dimethyl 9 2 6 6 trimethylcyclohexen 1 yl nona 2 4 6 8 tetraenoic acid retinoic acid,0.77696544,0.7994816,144,Retinoid RORbeta Ligands; retinoid receptor agonist | retinoid receptor ligand,Retinoid receptor ligand
616,Darolutamide,darolutamide,0.7747856,0.80526507,141,androgen receptor antagonist; inhibitor/antagonist,Androgen receptor antagonist
1750,Dimethyl Fumarate; dimethyl (E)-but-2-enedioate,dimethyl fumarate dimethyl e but 2 enedioate,0.7751711,0.7725934,135,"NF-kappaB (NFKB) Activation Inhibitors;Nuclear Factor, Erythroid Derived 2, Like 2 (Nrf2) Activators;Kelch-like ECH-Associated Protein 1 (Keap1, INrf2) Ligands; nuclear factor erythroid derived, like (NRF2) activator",NF-kappaB (NFKB) Activation Inhibitors
1750,Dimethyl Fumarate; dimethyl (E)-but-2-enedioate,dimethyl fumarate dimethyl e but 2 enedioate,0.7751711,0.7725934,135,"NF-kappaB (NFKB) Activation Inhibitors;Nuclear Factor, Erythroid Derived 2, Like 2 (Nrf2) Activators;Kelch-like ECH-Associated Protein 1 (Keap1, INrf2) Ligands; nuclear factor erythroid derived, like (NRF2) activator",Nuclear Factor
1750,Dimethyl Fumarate; dimethyl (E)-but-2-enedioate,dimethyl fumarate dimethyl e but 2 enedioate,0.7751711,0.7725934,135,"NF-kappaB (NFKB) Activation Inhibitors;Nuclear Factor, Erythroid Derived 2, Like 2 (Nrf2) Activators;Kelch-like ECH-Associated Protein 1 (Keap1, INrf2) Ligands; nuclear factor erythroid derived, like (NRF2) activator",Erythroid Derived 2
1750,Dimethyl Fumarate; dimethyl (E)-but-2-enedioate,dimethyl fumarate dimethyl e but 2 enedioate,0.7751711,0.7725934,135,"NF-kappaB (NFKB) Activation Inhibitors;Nuclear Factor, Erythroid Derived 2, Like 2 (Nrf2) Activators;Kelch-like ECH-Associated Protein 1 (Keap1, INrf2) Ligands; nuclear factor erythroid derived, like (NRF2) activator",Like 2 (Nrf2) Activators
1750,Dimethyl Fumarate; dimethyl (E)-but-2-enedioate,dimethyl fumarate dimethyl e but 2 enedioate,0.7751711,0.7725934,135,"NF-kappaB (NFKB) Activation Inhibitors;Nuclear Factor, Erythroid Derived 2, Like 2 (Nrf2) Activators;Kelch-like ECH-Associated Protein 1 (Keap1, INrf2) Ligands; nuclear factor erythroid derived, like (NRF2) activator",Kelch-like ECH-Associated Protein 1 (Keap1
1750,Dimethyl Fumarate; dimethyl (E)-but-2-enedioate,dimethyl fumarate dimethyl e but 2 enedioate,0.7751711,0.7725934,135,"NF-kappaB (NFKB) Activation Inhibitors;Nuclear Factor, Erythroid Derived 2, Like 2 (Nrf2) Activators;Kelch-like ECH-Associated Protein 1 (Keap1, INrf2) Ligands; nuclear factor erythroid derived, like (NRF2) activator",INrf2) Ligands
1750,Dimethyl Fumarate; dimethyl (E)-but-2-enedioate,dimethyl fumarate dimethyl e but 2 enedioate,0.7751711,0.7725934,135,"NF-kappaB (NFKB) Activation Inhibitors;Nuclear Factor, Erythroid Derived 2, Like 2 (Nrf2) Activators;Kelch-like ECH-Associated Protein 1 (Keap1, INrf2) Ligands; nuclear factor erythroid derived, like (NRF2) activator",Nuclear factor erythroid derived
1750,Dimethyl Fumarate; dimethyl (E)-but-2-enedioate,dimethyl fumarate dimethyl e but 2 enedioate,0.7751711,0.7725934,135,"NF-kappaB (NFKB) Activation Inhibitors;Nuclear Factor, Erythroid Derived 2, Like 2 (Nrf2) Activators;Kelch-like ECH-Associated Protein 1 (Keap1, INrf2) Ligands; nuclear factor erythroid derived, like (NRF2) activator",Like (NRF2) activator
5182,(R)-Verapamil (hydrochloride); Dexverapamil Hydrochloride,r verapamil hydrochloride dexverapamil hydrochloride,0.7774906,0.81664544,143,calcium channel blocker; inhibitor/antagonist,Calcium channel blocker
5188,Nafamostat (mesylate); Nafamostat Mesylate,nafamostat mesylate nafamostat mesylate,0.7962603,0.7957514,146,inhibitor/antagonist; serine protease inhibitor,Serine protease inhibitor
4072,"5-[(E)-2-bromoethenyl]-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione; Brivudine",5 e 2 bromoethenyl 1 2r 4s 5r 4 hydroxy 5 hydroxymethyl oxolan 2 yl pyrimidine 2 4 dione brivudine,0.8253179,0.8480503,153,DNA directed DNA polymerase inhibitor; Heat Shock Protein 27 (hsp27) Inhibitors;Reverse Transcriptase Inhibitors,DNA directed DNA polymerase inhibitor
4072,"5-[(E)-2-bromoethenyl]-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione; Brivudine",5 e 2 bromoethenyl 1 2r 4s 5r 4 hydroxy 5 hydroxymethyl oxolan 2 yl pyrimidine 2 4 dione brivudine,0.8253179,0.8480503,153,DNA directed DNA polymerase inhibitor; Heat Shock Protein 27 (hsp27) Inhibitors;Reverse Transcriptase Inhibitors,Heat Shock Protein 27 (hsp27) Inhibitors
4072,"5-[(E)-2-bromoethenyl]-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione; Brivudine",5 e 2 bromoethenyl 1 2r 4s 5r 4 hydroxy 5 hydroxymethyl oxolan 2 yl pyrimidine 2 4 dione brivudine,0.8253179,0.8480503,153,DNA directed DNA polymerase inhibitor; Heat Shock Protein 27 (hsp27) Inhibitors;Reverse Transcriptase Inhibitors,Reverse Transcriptase Inhibitors
5203,Cysteamine (hydrochloride); Cysteamine Hydrochloride,cysteamine hydrochloride cysteamine hydrochloride,0.762,0.76087415,142,tissue transglutaminase inhibitor; unclear,Tissue transglutaminase inhibitor
2591,Sonidegib,sonidegib,0.8928492,0.8206232,168,inhibitor/antagonist; smoothened receptor antagonist,Smoothened receptor antagonist
5209,Pentamidine (isethionate); Pentamidine Isethionate,pentamidine isethionate pentamidine isethionate,0.7558431,0.8214515,145,anti-pneumocystis agent; inhibitor/antagonist,Anti-pneumocystis agent
5133,Tirabrutinib (hydrochloride); Tirabrutinib hydrochloride,tirabrutinib hydrochloride tirabrutinib hydrochloride,0.75492316,0.82959163,140,bruton's tyrosine kinase (btk) inhibitor; inhibitor/antagonist,Bruton's tyrosine kinase (btk) inhibitor
5162,Irinotecan (hydrochloride); Irinotecan Hydrochloride,irinotecan hydrochloride irinotecan hydrochloride,0.91185445,0.8875643,374,inhibitor/antagonist; topoisomerase inhibitor,Topoisomerase inhibitor
3779,Baicalin,baicalin,0.77520335,0.8356584,145,activator/agonist; beta glucuronidase inhibitor,Beta glucuronidase inhibitor
755,Betamethasone Dipropionate; Betamethasone dipropionate,betamethasone dipropionate betamethasone dipropionate,0.7509124,0.8758499,141,activator/agonist; anti-inflammatory agent,Anti-inflammatory agent
198,(R)-2-((R)-2-Acetamido-3-(4-hydroxyphenyl)propanamido)-N-((R)-1-amino-1-oxo-3-phenylpropan-2-yl)-5-guanidinopentanamide; DTP3,r 2 r 2 acetamido 3 4 hydroxyphenyl propanamido n r 1 amino 1 oxo 3 phenylpropan 2 yl 5 guanidinopentanamide dtp3,0.7493618,0.8279756,140,dual specificity protein kinase inhibitor; inhibitor/antagonist,Dual specificity protein kinase inhibitor
3774,"(2E)-2-[[4-(3,4-dichlorophenyl)-1,3-thiazol-2-yl]hydrazinylidene]-3-(2-nitrophenyl)propanoic acid; 4EGI-1",2e 2 4 3 4 dichlorophenyl 1 3 thiazol 2 yl hydrazinylidene 3 2 nitrophenyl propanoic acid 4egi 1,0.7519172,0.8087632,141,inhibitor/antagonist; protein synthesis inhibitor,Protein synthesis inhibitor
1113,Bimatoprost,bimatoprost,0.7648465,0.82502544,147,prostanoid receptor agonist; unclear,Prostanoid receptor agonist
5281,Artesunate,artesunate,0.8873689,0.85152435,180,DNA synthesis inhibitor; inhibitor/antagonist,DNA synthesis inhibitor
5167,Lumateperone (tosylate); Lumateperone Tosylate,lumateperone tosylate lumateperone tosylate,0.7436862,0.83171386,138,dopamine receptor modulator | serotonin receptor antagonist; unclear,Dopamine receptor modulator
5167,Lumateperone (tosylate); Lumateperone Tosylate,lumateperone tosylate lumateperone tosylate,0.7436862,0.83171386,138,dopamine receptor modulator | serotonin receptor antagonist; unclear,Serotonin receptor antagonist
3793,5-[(3R)-dithiolan-3-yl]pentanoic acid; Lipoic acid,5 3r dithiolan 3 yl pentanoic acid lipoic acid,0.740573,0.77778375,139,Pyruvate Dehydrogenase Activators,Pyruvate Dehydrogenase Activators
1555,Glasdegib,glasdegib,0.7524925,0.80947256,137,hedgehog pathway inhibitor; inhibitor/antagonist,Hedgehog pathway inhibitor
1537,Piroxicam,piroxicam,0.79223454,0.820259,150,cyclooxygenase inhibitor; inhibitor/antagonist,Cyclooxygenase inhibitor
5177,Ivabradine (hydrochloride); Ivabradine Hydrochloride,ivabradine hydrochloride ivabradine hydrochloride,0.73736846,0.83642817,138,HCN channel blocker | potassium channel blocker | sodium channel blocker; inhibitor/antagonist,HCN channel blocker
5177,Ivabradine (hydrochloride); Ivabradine Hydrochloride,ivabradine hydrochloride ivabradine hydrochloride,0.73736846,0.83642817,138,HCN channel blocker | potassium channel blocker | sodium channel blocker; inhibitor/antagonist,Potassium channel blocker
5177,Ivabradine (hydrochloride); Ivabradine Hydrochloride,ivabradine hydrochloride ivabradine hydrochloride,0.73736846,0.83642817,138,HCN channel blocker | potassium channel blocker | sodium channel blocker; inhibitor/antagonist,Sodium channel blocker
5127,Citalopram (hydrobromide); Citalopram Hydrobromide,citalopram hydrobromide citalopram hydrobromide,0.7316587,0.82826805,142,inhibitor/antagonist; selective serotonin reuptake inhibitor (SSRI),Selective serotonin reuptake inhibitor (SSRI)
5156,"2-Piperidinecarboxamide, 1-butyl-N-(2,6-dimethylphenyl)-, hydrochloride (1:1), (2S)-; Levobupivacaine (hydrochloride)",2 piperidinecarboxamide 1 butyl n 2 6 dimethylphenyl hydrochloride 1 1 2s levobupivacaine hydrochloride,0.728756,0.79536736,136,inhibitor/antagonist; voltage-gated potassium channel blocker,Voltage-gated potassium channel blocker
2947,Alpelisib,alpelisib,0.85157865,0.82551396,167,PI3K inhibitor; inhibitor/antagonist,PI3K inhibitor
694,Drospirenone,drospirenone,0.75218123,0.8665415,147,mineralocorticoid receptor antagonist; unclear,Mineralocorticoid receptor antagonist
4684,methotrexate,methotrexate,0.8630909,0.8492732,183,Dihydrofolate reductase inhibitor,Dihydrofolate reductase inhibitor
1262,TAK-901; Tak-901,tak 901 tak 901,0.89135283,0.8404455,154,Aurora kinase inhibitor; inhibitor/antagonist,Aurora kinase inhibitor
625,Cinacalcet,cinacalcet,0.73707235,0.81260777,145,activator/agonist; calcium channel activator,Calcium channel activator
5171,Esmolol (hydrochloride); Esmolol Hydrochloride,esmolol hydrochloride esmolol hydrochloride,0.7209868,0.7718973,139,adrenergic receptor antagonist; inhibitor/antagonist,Adrenergic receptor antagonist
2057,E6 berbamine; berbamine,e6 berbamine berbamine,0.7632989,0.82808256,153,Calmodulin antagonist,Calmodulin antagonist
3734,Asciminib,asciminib,0.7108838,0.82473564,140,Bcr-Abl kinase inhibitor; inhibitor/antagonist,Bcr-Abl kinase inhibitor
1019,sildenafil,sildenafil,0.9015753,0.82175076,145,Phosphodiesterase inhibitor; phosphodiesterase inhibitor,Phosphodiesterase inhibitor
1117,"1-[2-[[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methylsulfanyl]ethyl]-3-ethylurea; Adenosine, 5'-S-[2-[[(ethylamino)carbonyl]amino]ethyl]-5'-thio-",1 2 2s 3s 4r 5r 5 6 aminopurin 9 yl 3 4 dihydroxyoxolan 2 yl methylsulfanyl ethyl 3 ethylurea adenosine 5 s 2 ethylamino carbonyl amino ethyl 5 thio,0.7506948,0.8133995,156,Dual PRMT5 and PRMT7 inhibitor,Dual PRMT5 and PRMT7 inhibitor
786,Vincristine Sulfate; vincristine,vincristine sulfate vincristine,0.89443463,0.8282684,197,inhibitor/antagonist; tubulin polymerization inhibitor,Tubulin polymerization inhibitor
5406,Lopinavir,lopinavir,0.77776325,0.836199,156,HIV protease inhibitor; inhibitor/antagonist,HIV protease inhibitor
5205,Riluzole hydrochloride,riluzole hydrochloride,0.69669443,0.7797619,144,glutamate inhibitor; inhibitor/antagonist,Glutamate inhibitor
5200,Pexidartinib (hydrochloride); Pexidartinib Hydrochloride,pexidartinib hydrochloride pexidartinib hydrochloride,0.69635063,0.8108374,136,inhibitor/antagonist; tyrosine kinase inhibitor,Tyrosine kinase inhibitor
2914,Meloxicam,meloxicam,0.77688366,0.81895673,152,cyclooxygenase inhibitor; inhibitor/antagonist,Cyclooxygenase inhibitor
5169,Phenylephrine (hydrochloride); Phenylephrine Hydrochloride,phenylephrine hydrochloride phenylephrine hydrochloride,0.69308037,0.7746539,140,activator/agonist; adrenergic receptor agonist,Adrenergic receptor agonist
5219,"5,5-Diphenyl Hydantoin Sodium; Phenytoin (sodium)",5 5 diphenyl hydantoin sodium phenytoin sodium,0.73375314,0.8146483,140,hydantoin antiepileptic; inhibitor/antagonist,Hydantoin antiepileptic
1417,Ribociclib,ribociclib,0.73999316,0.8313015,140,CDK inhibitor; inhibitor/antagonist,CDK inhibitor
1774,Encorafenib; methyl N-[(2S)-1-[[4-[3-[5-chloro-2-fluoro-3-(methanesulfonamido)phenyl]-1-propan-2-ylpyrazol-4-yl]pyrimidin-2-yl]amino]propan-2-yl]carbamate,encorafenib methyl n 2s 1 4 3 5 chloro 2 fluoro 3 methanesulfonamido phenyl 1 propan 2 ylpyrazol 4 yl pyrimidin 2 yl amino propan 2 yl carbamate,0.6825441,0.8283641,136,Mutant Raf kinase B Inhibitors; RAF inhibitor | serine/threonine kinase inhibitor,Mutant Raf kinase B Inhibitors
1774,Encorafenib; methyl N-[(2S)-1-[[4-[3-[5-chloro-2-fluoro-3-(methanesulfonamido)phenyl]-1-propan-2-ylpyrazol-4-yl]pyrimidin-2-yl]amino]propan-2-yl]carbamate,encorafenib methyl n 2s 1 4 3 5 chloro 2 fluoro 3 methanesulfonamido phenyl 1 propan 2 ylpyrazol 4 yl pyrimidin 2 yl amino propan 2 yl carbamate,0.6825441,0.8283641,136,Mutant Raf kinase B Inhibitors; RAF inhibitor | serine/threonine kinase inhibitor,RAF inhibitor
1774,Encorafenib; methyl N-[(2S)-1-[[4-[3-[5-chloro-2-fluoro-3-(methanesulfonamido)phenyl]-1-propan-2-ylpyrazol-4-yl]pyrimidin-2-yl]amino]propan-2-yl]carbamate,encorafenib methyl n 2s 1 4 3 5 chloro 2 fluoro 3 methanesulfonamido phenyl 1 propan 2 ylpyrazol 4 yl pyrimidin 2 yl amino propan 2 yl carbamate,0.6825441,0.8283641,136,Mutant Raf kinase B Inhibitors; RAF inhibitor | serine/threonine kinase inhibitor,Serine/threonine kinase inhibitor
5485,Idoxuridine,idoxuridine,0.69503653,0.8596261,146,DNA directed DNA polymerase inhibitor | DNA synthesis inhibitor; unclear,DNA directed DNA polymerase inhibitor
5485,Idoxuridine,idoxuridine,0.69503653,0.8596261,146,DNA directed DNA polymerase inhibitor | DNA synthesis inhibitor; unclear,DNA synthesis inhibitor
161,"(8S,11R,13S,14R,17S)-11-[4-(dimethylamino)phenyl]-17-hydroxy-13-methyl-17-prop-1-ynyl-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-3-one; mifepristone",8s 11r 13s 14r 17s 11 4 dimethylamino phenyl 17 hydroxy 13 methyl 17 prop 1 ynyl 1 2 6 7 8 11 12 14 15 16 decahydrocyclopenta a phenanthren 3 one mifepristone,0.87577605,0.84681493,188,"Glucocorticoid receptor antagonist, Progesterone receptor antagonist; glucocorticoid receptor antagonist | progesterone receptor antagonist",Glucocorticoid receptor antagonist
161,"(8S,11R,13S,14R,17S)-11-[4-(dimethylamino)phenyl]-17-hydroxy-13-methyl-17-prop-1-ynyl-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-3-one; mifepristone",8s 11r 13s 14r 17s 11 4 dimethylamino phenyl 17 hydroxy 13 methyl 17 prop 1 ynyl 1 2 6 7 8 11 12 14 15 16 decahydrocyclopenta a phenanthren 3 one mifepristone,0.87577605,0.84681493,188,"Glucocorticoid receptor antagonist, Progesterone receptor antagonist; glucocorticoid receptor antagonist | progesterone receptor antagonist",Progesterone receptor antagonist
3450,Tucidinostat,tucidinostat,0.9288761,0.8356487,159,HDAC inhibitor; inhibitor/antagonist,HDAC inhibitor
3522,Pemetrexed,pemetrexed,0.78764975,0.8431379,155,dihydrofolate reductase inhibitor | thymidylate synthase inhibitor; inhibitor/antagonist,Dihydrofolate reductase inhibitor
3522,Pemetrexed,pemetrexed,0.78764975,0.8431379,155,dihydrofolate reductase inhibitor | thymidylate synthase inhibitor; inhibitor/antagonist,Thymidylate synthase inhibitor
2733,Sulfatinib; Surufatinib,sulfatinib surufatinib,0.6653186,0.8018695,131,inhibitor/antagonist; tyrosine kinase inhibitor,Tyrosine kinase inhibitor
5189,Flumatinib (mesylate); Flumatinib Mesylate,flumatinib mesylate flumatinib mesylate,0.6589662,0.80989903,139,Bcr-Abl kinase inhibitor; inhibitor/antagonist,Bcr-Abl kinase inhibitor
4069,Trifluridine,trifluridine,0.86627907,0.8156989,201,DNA directed DNA polymerase inhibitor | thymidylate synthase inhibitor; inhibitor/antagonist,DNA directed DNA polymerase inhibitor
4069,Trifluridine,trifluridine,0.86627907,0.8156989,201,DNA directed DNA polymerase inhibitor | thymidylate synthase inhibitor; inhibitor/antagonist,Thymidylate synthase inhibitor
1597,Entrectinib,entrectinib,0.6545364,0.81842077,138,ALK tyrosine kinase receptor inhibitor | proto-oncogene tyrosine protein kinase inhibitor; inhibitor/antagonist,ALK tyrosine kinase receptor inhibitor
1597,Entrectinib,entrectinib,0.6545364,0.81842077,138,ALK tyrosine kinase receptor inhibitor | proto-oncogene tyrosine protein kinase inhibitor; inhibitor/antagonist,Proto-oncogene tyrosine protein kinase inhibitor
3057,TAK-733; Tak-733,tak 733 tak 733,0.86363864,0.8394561,228,MEK inhibitor; inhibitor/antagonist,MEK inhibitor
5141,Imiquimod (hydrochloride); Imiquimod hydrochloride,imiquimod hydrochloride imiquimod hydrochloride,0.73966587,0.80724096,153,activator/agonist; interferon inducer | toll-like receptor agonist,Interferon inducer
5141,Imiquimod (hydrochloride); Imiquimod hydrochloride,imiquimod hydrochloride imiquimod hydrochloride,0.73966587,0.80724096,153,activator/agonist; interferon inducer | toll-like receptor agonist,Toll-like receptor agonist
3904,Cobimetinib,cobimetinib,0.9322075,0.8331615,231,MEK inhibitor; inhibitor/antagonist,MEK inhibitor
1996,N-[4-(9-acridinylmethyl)-3-methoxyphenyl]methanesulfonamide; amsacrine,n 4 9 acridinylmethyl 3 methoxyphenyl methanesulfonamide amsacrine,0.9100606,0.82199526,233,Topoisomerase inhibitor; topoisomerase inhibitor,Topoisomerase inhibitor
412,Acyclic retinoid; Peretinoin,acyclic retinoid peretinoin,0.641953,0.7972671,142,retinoid receptor agonist; unclear,Retinoid receptor agonist
5466,"Oxaliplatin; cis-oxalato-trans-l-1,2-diaminocyclohexaneplatinum(II)",oxaliplatin cis oxalato trans l 1 2 diaminocyclohexaneplatinum ii,0.7163492,0.7673465,148,DNA inhibitor; inhibitor/antagonist,DNA inhibitor
5201,Noradrenaline hydrochloride; Norepinephrine (hydrochloride),noradrenaline hydrochloride norepinephrine hydrochloride,0.6393844,0.7750036,144,activator/agonist; adrenergic receptor agonist,Adrenergic receptor agonist
771,Ivermectin; Ivermectin B1a,ivermectin ivermectin b1a,0.85446143,0.87583065,175,benzodiazepine receptor agonist; unclear,Benzodiazepine receptor agonist
5166,Loperamide (hydrochloride); Loperamide Hydrochloride,loperamide hydrochloride loperamide hydrochloride,0.8073832,0.8123852,176,opioid receptor agonist; unclear,Opioid receptor agonist
2091,AZD-8055; Azd8055,azd 8055 azd8055,0.9556898,0.85822886,346,inhibitor/antagonist; mTOR inhibitor,mTOR inhibitor
804,Budesonide; budesonide,budesonide budesonide,0.77917314,0.83911103,177,Glucocorticoid receptor agonist; glucocorticoid receptor agonist,Glucocorticoid receptor agonist
2960,Raltitrexed,raltitrexed,0.88676,0.8304879,187,inhibitor/antagonist; thymidylate synthase inhibitor,Thymidylate synthase inhibitor
629,Aprepitant,aprepitant,0.65434486,0.83337516,147,inhibitor/antagonist; tachykinin antagonist,Tachykinin antagonist
1055,"N-[2-(diethylamino)ethyl]-5-[(Z)-(5-fluoro-2-oxo-1H-indol-3-ylidene)methyl]-2,4-dimethyl-1H-pyrrole-3-carboxamide; Sunitinib",n 2 diethylamino ethyl 5 z 5 fluoro 2 oxo 1h indol 3 ylidene methyl 2 4 dimethyl 1h pyrrole 3 carboxamide sunitinib,0.88345486,0.8249723,207,FLT3 inhibitor | KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor | RET tyrosine kinase inhibitor | VEGFR inhibitor,FLT3 inhibitor
1055,"N-[2-(diethylamino)ethyl]-5-[(Z)-(5-fluoro-2-oxo-1H-indol-3-ylidene)methyl]-2,4-dimethyl-1H-pyrrole-3-carboxamide; Sunitinib",n 2 diethylamino ethyl 5 z 5 fluoro 2 oxo 1h indol 3 ylidene methyl 2 4 dimethyl 1h pyrrole 3 carboxamide sunitinib,0.88345486,0.8249723,207,FLT3 inhibitor | KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor | RET tyrosine kinase inhibitor | VEGFR inhibitor,KIT inhibitor
1055,"N-[2-(diethylamino)ethyl]-5-[(Z)-(5-fluoro-2-oxo-1H-indol-3-ylidene)methyl]-2,4-dimethyl-1H-pyrrole-3-carboxamide; Sunitinib",n 2 diethylamino ethyl 5 z 5 fluoro 2 oxo 1h indol 3 ylidene methyl 2 4 dimethyl 1h pyrrole 3 carboxamide sunitinib,0.88345486,0.8249723,207,FLT3 inhibitor | KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor | RET tyrosine kinase inhibitor | VEGFR inhibitor,PDGFR tyrosine kinase receptor inhibitor
1055,"N-[2-(diethylamino)ethyl]-5-[(Z)-(5-fluoro-2-oxo-1H-indol-3-ylidene)methyl]-2,4-dimethyl-1H-pyrrole-3-carboxamide; Sunitinib",n 2 diethylamino ethyl 5 z 5 fluoro 2 oxo 1h indol 3 ylidene methyl 2 4 dimethyl 1h pyrrole 3 carboxamide sunitinib,0.88345486,0.8249723,207,FLT3 inhibitor | KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor | RET tyrosine kinase inhibitor | VEGFR inhibitor,RET tyrosine kinase inhibitor
