pubchem_cid_clean,name,pubchem_cid,UMAP1,UMAP2,representation,name_clean,moa_clean,moa_category
10125797,8-hydroxy-dpat,10125797.0,8.2063875,6.7295833,Morgan + MACCS + CACTVS + descriptors,8-hydroxy-dpat,serotonin receptor agonist,Other MoA
10126189,ym-155,10126189.0,7.647513,11.193311,Morgan + MACCS + CACTVS + descriptors,ym-155,survivin inhibitor,Other MoA
10127622,selumetinib,10127622.0,7.540802,11.099985,Morgan + MACCS + CACTVS + descriptors,selumetinib,MEK inhibitor,Other MoA
10130337,solriamfetol,10130337.0,7.2123275,7.08341,Morgan + MACCS + CACTVS + descriptors,solriamfetol,dopamine reuptake inhibitor,Other MoA
10131112,emd-386088,10131112.0,7.579814,10.242719,Morgan + MACCS + CACTVS + descriptors,emd-386088,serotonin receptor agonist,Other MoA
10133,chenodeoxycholic-acid,10133.0,0.114558,7.273058,Morgan + MACCS + CACTVS + descriptors,chenodeoxycholic-acid,11-beta hydroxysteroid dehydrogenase inhibitor|FXR agonist,Other MoA
1013376,tenovin-1,1013376.0,7.467733,8.2265005,Morgan + MACCS + CACTVS + descriptors,tenovin-1,SIRT inhibitor|TP53 activator,Other MoA
10138259,su014813,10138259.0,8.366651,10.572513,Morgan + MACCS + CACTVS + descriptors,su014813,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,Other MoA
10138980,azd2858,10138980.0,8.154793,9.760054,Morgan + MACCS + CACTVS + descriptors,azd2858,glycogen synthase kinase inhibitor,Other MoA
10138988,sis3,10138988.0,10.226113,10.144491,Morgan + MACCS + CACTVS + descriptors,sis3,serine/threonine kinase inhibitor,Other MoA
10145345,cp-532623,10145345.0,7.1159153,8.2159,Morgan + MACCS + CACTVS + descriptors,cp-532623,cholesteryl ester transfer protein inhibitor,Other MoA
10149311,ica-069673,10149311.0,7.9372478,10.939596,Morgan + MACCS + CACTVS + descriptors,ica-069673,voltage-gated potassium channel activator,Other MoA
101498,5-fp,101498.0,1.5211242,9.178622,Morgan + MACCS + CACTVS + descriptors,5-fp,thymidylate synthase inhibitor,Other MoA
10152654,odanacatib,10152654.0,8.230227,8.4572315,Morgan + MACCS + CACTVS + descriptors,odanacatib,cathepsin inhibitor,Other MoA
101541332,pf-03882845,101541332.0,7.9295454,8.082959,Morgan + MACCS + CACTVS + descriptors,pf-03882845,mineralocorticoid receptor antagonist,Other MoA
10156152,hydroxyprogesterone-acetate,10156152.0,0.30363527,6.6437798,Morgan + MACCS + CACTVS + descriptors,hydroxyprogesterone-acetate,progesterone receptor agonist,Other MoA
10158940,cp-673451,10158940.0,10.287536,10.026517,Morgan + MACCS + CACTVS + descriptors,cp-673451,PDGFR tyrosine kinase receptor inhibitor,Other MoA
101592120,3-hydroxy-3-phenylpentanamide,101592120.0,7.352426,6.818298,Morgan + MACCS + CACTVS + descriptors,3-hydroxy-3-phenylpentanamide,GABA receptor modulator,Other MoA
1016023,en460,1016023.0,8.757162,8.072342,Morgan + MACCS + CACTVS + descriptors,en460,endoplasmic reticulum oxidation inhibitor,Other MoA
10160238,tasisulam,10160238.0,8.203887,8.476344,Morgan + MACCS + CACTVS + descriptors,tasisulam,apoptosis stimulant,Other MoA
10161381,azd9056,10161381.0,7.052617,7.5800514,Morgan + MACCS + CACTVS + descriptors,azd9056,purinergic receptor antagonist,Other MoA
101616,lobeline,101616.0,7.2795362,6.992464,Morgan + MACCS + CACTVS + descriptors,lobeline,acetylcholine receptor antagonist,acetylcholine receptor antagonist
101671780,gadoteridol,101671780.0,1.3649344,8.890636,Morgan + MACCS + CACTVS + descriptors,gadoteridol,radiopaque medium,Other MoA
10168,rhein,10168.0,8.114098,5.09555,Morgan + MACCS + CACTVS + descriptors,rhein,,Unknown
101691640,cyclothiazide,101691640.0,8.342924,8.801307,Morgan + MACCS + CACTVS + descriptors,cyclothiazide,glutamate receptor modulator,Other MoA
10173277,sta-5326,10173277.0,7.091336,10.987141,Morgan + MACCS + CACTVS + descriptors,sta-5326,interleukin synthesis inhibitor,Other MoA
10173280,palosuran,10173280.0,7.94769,10.808755,Morgan + MACCS + CACTVS + descriptors,palosuran,urotensin receptor antagonist,Other MoA
101744,cinchonidine,101744.0,9.288572,10.785712,Morgan + MACCS + CACTVS + descriptors,cinchonidine,P glycoprotein inhibitor,Other MoA
10176749,ns-8,10176749.0,6.957606,10.146573,Morgan + MACCS + CACTVS + descriptors,ns-8,potassium channel agonist,Other MoA
10177784,ns-1643,10177784.0,8.161618,7.5544705,Morgan + MACCS + CACTVS + descriptors,ns-1643,voltage-gated potassium channel activator,Other MoA
10178705,besifloxacin,10178705.0,9.974138,7.6430435,Morgan + MACCS + CACTVS + descriptors,besifloxacin,bacterial DNA gyrase inhibitor,Other MoA
1018,picolinic-acid,1018.0,8.848857,10.995715,Morgan + MACCS + CACTVS + descriptors,picolinic-acid,chelating agent,Other MoA
10180,lucanthone,10180.0,7.2028117,8.324208,Morgan + MACCS + CACTVS + descriptors,lucanthone,endonuclease inhibitor,Other MoA
10182969,apixaban,10182969.0,9.504323,9.837662,Morgan + MACCS + CACTVS + descriptors,apixaban,coagulation factor inhibitor,Other MoA
10184653,afatinib,10184653.0,10.373074,10.256748,Morgan + MACCS + CACTVS + descriptors,afatinib,EGFR inhibitor,Other MoA
10186367,ct-7758,10186367.0,7.743831,11.275778,Morgan + MACCS + CACTVS + descriptors,ct-7758,integrin antagonist,Other MoA
10187,dithranol,10187.0,7.8845463,5.487656,Morgan + MACCS + CACTVS + descriptors,dithranol,DNA synthesis inhibitor,Other MoA
101873359,ntrc-824,101873359.0,8.386304,9.769399,Morgan + MACCS + CACTVS + descriptors,ntrc-824,neurotensin receptor antagonist,Other MoA
10197959,dihydroxyphenylglycine,10197959.0,7.889444,6.6085267,Morgan + MACCS + CACTVS + descriptors,dihydroxyphenylglycine,glutamate receptor agonist,Other MoA
10200390,bay-61-3606,10200390.0,10.080122,10.045812,Morgan + MACCS + CACTVS + descriptors,bay-61-3606,SYK inhibitor,Other MoA
10200813,radiprodil,10200813.0,9.088767,7.3392677,Morgan + MACCS + CACTVS + descriptors,radiprodil,acetylcholine receptor antagonist,acetylcholine receptor antagonist
10201696,balicatib,10201696.0,7.2060513,8.096828,Morgan + MACCS + CACTVS + descriptors,balicatib,cathepsin inhibitor,Other MoA
10202642,gw-788388,10202642.0,8.036577,10.51405,Morgan + MACCS + CACTVS + descriptors,gw-788388,ALK tyrosine kinase receptor inhibitor,Other MoA
10203597,entasobulin,10203597.0,8.1712475,10.601643,Morgan + MACCS + CACTVS + descriptors,entasobulin,tubulin polymerization inhibitor,Other MoA
10205,plumbagin,10205.0,8.118398,5.1647506,Morgan + MACCS + CACTVS + descriptors,plumbagin,anticancer agent,Other MoA
10206,cepharanthine,10206.0,9.276481,6.670483,Morgan + MACCS + CACTVS + descriptors,cepharanthine,NFkB pathway inhibitor,Other MoA
10207,aloe-emodin,10207.0,8.1582985,5.070392,Morgan + MACCS + CACTVS + descriptors,aloe-emodin,anticancer agent,Other MoA
10208,chrysophanic-acid,10208.0,8.128759,5.0735645,Morgan + MACCS + CACTVS + descriptors,chrysophanic-acid,EGFR inhibitor,Other MoA
10210160,ndt-9513727,10210160.0,10.275617,10.018551,Morgan + MACCS + CACTVS + descriptors,ndt-9513727,complement antagonist,Other MoA
102175,n6-methyladenosine,102175.0,6.1145573,11.788347,Morgan + MACCS + CACTVS + descriptors,n6-methyladenosine,,Unknown
10218693,rgx-104,10218693.0,8.713422,6.7686944,Morgan + MACCS + CACTVS + descriptors,rgx-104,LXR agonist,Other MoA
10219,emetine,10219.0,9.153976,6.661344,Morgan + MACCS + CACTVS + descriptors,emetine,protein synthesis inhibitor,Other MoA
10219606,pinanediol,10219606.0,0.06676298,7.4631486,Morgan + MACCS + CACTVS + descriptors,pinanediol,,Unknown
10219864,lta,10219864.0,6.7954955,8.812876,Morgan + MACCS + CACTVS + descriptors,lta,,Unknown
10220232,tc-g-1000,10220232.0,6.9274955,10.2671175,Morgan + MACCS + CACTVS + descriptors,tc-g-1000,adrenergic receptor agonist,adrenergic receptor agonist
10220323,zset1446,10220323.0,7.0706396,8.093003,Morgan + MACCS + CACTVS + descriptors,zset1446,nicotinic receptor agonist,Other MoA
10220503,tasimelteon,10220503.0,8.882381,6.356342,Morgan + MACCS + CACTVS + descriptors,tasimelteon,melatonin receptor agonist,Other MoA
10223146,jte-013,10223146.0,6.9337783,10.6755085,Morgan + MACCS + CACTVS + descriptors,jte-013,lysophospholipid receptor antagonist,Other MoA
10224714,cr8-(r),10224714.0,6.848115,11.018904,Morgan + MACCS + CACTVS + descriptors,cr8-(r),CDK inhibitor,Other MoA
10226546,ar-c155858,10226546.0,7.9443855,10.31417,Morgan + MACCS + CACTVS + descriptors,ar-c155858,monocarboxylate transporter inhibitor,Other MoA
10228,osthol,10228.0,8.391908,5.476459,Morgan + MACCS + CACTVS + descriptors,osthol,calcium channel blocker,Other MoA
10235,cytisine,10235.0,1.4503781,9.089851,Morgan + MACCS + CACTVS + descriptors,cytisine,acetylcholine receptor agonist,Other MoA
10237,bicuculline-(+),10237.0,9.295282,6.745385,Morgan + MACCS + CACTVS + descriptors,bicuculline-(+),GABA receptor antagonist,Other MoA
10247560,iclaprim,10247560.0,10.125897,10.440946,Morgan + MACCS + CACTVS + descriptors,iclaprim,dihydrofolate reductase inhibitor,Other MoA
102486242,morinidazole,102486242.0,5.236941,11.057589,Morgan + MACCS + CACTVS + descriptors,morinidazole,other antibiotic,Other MoA
102514675,mm-206,102514675.0,8.64846,8.273174,Morgan + MACCS + CACTVS + descriptors,mm-206,STAT inhibitor,Other MoA
10252640,gsk356278,10252640.0,7.5367455,10.808133,Morgan + MACCS + CACTVS + descriptors,gsk356278,phosphodiesterase inhibitor,phosphodiesterase inhibitor
10252734,gp1a,10252734.0,8.255551,10.152743,Morgan + MACCS + CACTVS + descriptors,gp1a,cannabinoid receptor agonist,Other MoA
10253143,gw-842166,10253143.0,7.573854,11.015199,Morgan + MACCS + CACTVS + descriptors,gw-842166,cannabinoid receptor agonist,Other MoA
10257882,sparsentan,10257882.0,8.8444395,9.485407,Morgan + MACCS + CACTVS + descriptors,sparsentan,angiotensin receptor antagonist,Other MoA
10273347,cp-316819,10273347.0,8.375574,10.512594,Morgan + MACCS + CACTVS + descriptors,cp-316819,glycogen phosphorylase inhibitor,Other MoA
10275777,betrixaban,10275777.0,9.907483,10.361618,Morgan + MACCS + CACTVS + descriptors,betrixaban,coagulation factor inhibitor,Other MoA
10275789,pik-75,10275789.0,7.944852,9.694711,Morgan + MACCS + CACTVS + descriptors,pik-75,DNA protein kinase inhibitor|PI3K inhibitor,Other MoA
10280735,edoxaban,10280735.0,7.664267,10.628644,Morgan + MACCS + CACTVS + descriptors,edoxaban,coagulation factor inhibitor,Other MoA
10286159,erteberel,10286159.0,8.409502,5.1825275,Morgan + MACCS + CACTVS + descriptors,erteberel,estrogen receptor agonist,Other MoA
10288191,binimetinib,10288191.0,7.609794,11.095749,Morgan + MACCS + CACTVS + descriptors,binimetinib,MEK inhibitor,Other MoA
10294813,genz-644282,10294813.0,9.784103,10.349362,Morgan + MACCS + CACTVS + descriptors,genz-644282,topoisomerase inhibitor,Other MoA
10295295,palovarotene,10295295.0,8.718011,10.608622,Morgan + MACCS + CACTVS + descriptors,palovarotene,retinoid receptor agonist,Other MoA
10296561,ban-orl-24,10296561.0,7.717817,7.418323,Morgan + MACCS + CACTVS + descriptors,ban-orl-24,nociceptin/orphanin FQ receptor antagonist,Other MoA
10296883,sotrastaurin,10296883.0,7.7528496,10.979659,Morgan + MACCS + CACTVS + descriptors,sotrastaurin,PKC inhibitor,Other MoA
10297043,aee788,10297043.0,6.903118,10.773509,Morgan + MACCS + CACTVS + descriptors,aee788,EGFR inhibitor|VEGFR inhibitor,Other MoA
10297982,dilmapimod,10297982.0,7.355451,11.135029,Morgan + MACCS + CACTVS + descriptors,dilmapimod,p38 MAPK inhibitor,Other MoA
10302451,saracatinib,10302451.0,10.478548,10.322796,Morgan + MACCS + CACTVS + descriptors,saracatinib,SRC inhibitor,Other MoA
10309899,r306465,10309899.0,8.140984,9.750941,Morgan + MACCS + CACTVS + descriptors,r306465,HDAC inhibitor,Other MoA
10310632,az-10606120,10310632.0,7.643298,11.27716,Morgan + MACCS + CACTVS + descriptors,az-10606120,purinergic receptor antagonist,Other MoA
10311306,rolapitant,10311306.0,7.743786,7.431163,Morgan + MACCS + CACTVS + descriptors,rolapitant,neurokinin receptor antagonist,Other MoA
10313094,4-pyrimidinecarbonitrile,10313094.0,5.8754716,11.009908,Morgan + MACCS + CACTVS + descriptors,4-pyrimidinecarbonitrile,,Unknown
10313098,ammonium-lactate,10313098.0,0.28746596,8.673103,Morgan + MACCS + CACTVS + descriptors,ammonium-lactate,,Unknown
10313324,ndd-094,10313324.0,7.003178,10.361022,Morgan + MACCS + CACTVS + descriptors,ndd-094,,Unknown
10314719,ec-23,10314719.0,7.10787,6.0832114,Morgan + MACCS + CACTVS + descriptors,ec-23,retinoid receptor agonist,Other MoA
10316032,sd-208,10316032.0,6.9393783,10.377879,Morgan + MACCS + CACTVS + descriptors,sd-208,TGF beta receptor inhibitor,Other MoA
10316203,gsk369796,10316203.0,9.259434,10.857971,Morgan + MACCS + CACTVS + descriptors,gsk369796,potassium channel antagonist,Other MoA
10317104,7-hydroxy-pipat,10317104.0,8.2109,6.7296596,Morgan + MACCS + CACTVS + descriptors,7-hydroxy-pipat,dopamine receptor ligand,Other MoA
10317566,osi-420,10317566.0,10.3315115,10.411799,Morgan + MACCS + CACTVS + descriptors,osi-420,EGFR inhibitor,Other MoA
10322450,ko143,10322450.0,9.356626,10.259331,Morgan + MACCS + CACTVS + descriptors,ko143,BCRP inhibitor,Other MoA
10324368,boceprevir,10324368.0,1.5196815,8.620472,Morgan + MACCS + CACTVS + descriptors,boceprevir,HCV inhibitor,Other MoA
10326374,snap-5089,10326374.0,8.408245,7.9370513,Morgan + MACCS + CACTVS + descriptors,snap-5089,adrenergic receptor antagonist,adrenergic receptor antagonist
10331844,napabucasin,10331844.0,8.419951,5.0791297,Morgan + MACCS + CACTVS + descriptors,napabucasin,STAT inhibitor,Other MoA
10331863,adx-10059,10331863.0,6.9674273,10.1013365,Morgan + MACCS + CACTVS + descriptors,adx-10059,glutamate receptor negative allosteric modulator,Other MoA
10335364,orteronel,10335364.0,7.7984924,11.086775,Morgan + MACCS + CACTVS + descriptors,orteronel,androgen biosynthesis inhibitor|androgen receptor antagonist|cytochrome P450 inhibitor,Other MoA
10337743,way-208466,10337743.0,7.919081,9.773648,Morgan + MACCS + CACTVS + descriptors,way-208466,serotonin receptor agonist,Other MoA
10340038,nilvadipine,10340038.0,8.37306,8.007303,Morgan + MACCS + CACTVS + descriptors,nilvadipine,calcium channel blocker,Other MoA
10341154,vx-702,10341154.0,7.777201,10.898836,Morgan + MACCS + CACTVS + descriptors,vx-702,p38 MAPK inhibitor,Other MoA
10343454,vercirnon,10343454.0,8.200728,9.578081,Morgan + MACCS + CACTVS + descriptors,vercirnon,CC chemokine receptor antagonist,Other MoA
10347428,ly393558,10347428.0,8.154051,9.746434,Morgan + MACCS + CACTVS + descriptors,ly393558,serotonin receptor antagonist,serotonin receptor antagonist
10348973,relugolix,10348973.0,9.658133,9.670382,Morgan + MACCS + CACTVS + descriptors,relugolix,gonadotropin releasing factor hormone receptor antagonist,Other MoA
10350459,bio-5192,10350459.0,8.288346,8.495819,Morgan + MACCS + CACTVS + descriptors,bio-5192,integrin inhibitor,Other MoA
10364,antioxine,10364.0,7.8208685,5.5914044,Morgan + MACCS + CACTVS + descriptors,antioxine,,Unknown
10366136,crenolanib,10366136.0,10.186261,9.933739,Morgan + MACCS + CACTVS + descriptors,crenolanib,PDGFR tyrosine kinase receptor inhibitor,Other MoA
10368038,ins316,10368038.0,2.3986244,9.668463,Morgan + MACCS + CACTVS + descriptors,ins316,purinergic receptor antagonist,Other MoA
10369242,azd3965,10369242.0,7.8923464,10.236974,Morgan + MACCS + CACTVS + descriptors,azd3965,monocarboxylate transporter inhibitor,Other MoA
10370504,uk-356618,10370504.0,7.261527,7.5460706,Morgan + MACCS + CACTVS + descriptors,uk-356618,metalloproteinase inhibitor,Other MoA
10372836,batefenterol,10372836.0,9.054293,7.2692595,Morgan + MACCS + CACTVS + descriptors,batefenterol,acetylcholine receptor antagonist|adrenergic receptor agonist,Other MoA
10374,chlorazanil,10374.0,6.8522444,9.402951,Morgan + MACCS + CACTVS + descriptors,chlorazanil,,Unknown
10389639,mm-11253,10389639.0,7.114255,6.060804,Morgan + MACCS + CACTVS + descriptors,mm-11253,retinoid receptor antagonist,Other MoA
10389826,dpi-201106,10389826.0,9.448889,10.470869,Morgan + MACCS + CACTVS + descriptors,dpi-201106,sodium channel activator,Other MoA
10391,beclamide,10391.0,6.987139,7.523874,Morgan + MACCS + CACTVS + descriptors,beclamide,anticonvulsant,Other MoA
10392802,cur-61414,10392802.0,9.176894,6.8837814,Morgan + MACCS + CACTVS + descriptors,cur-61414,smoothened receptor antagonist,Other MoA
10404,dixanthogen,10404.0,0.43836647,8.946658,Morgan + MACCS + CACTVS + descriptors,dixanthogen,,Unknown
10404245,macelignan,10404245.0,8.584744,5.5436144,Morgan + MACCS + CACTVS + descriptors,macelignan,anti-inflammatory agent|antioxidant,Other MoA
10407120,afn-1252,10407120.0,9.792659,9.997814,Morgan + MACCS + CACTVS + descriptors,afn-1252,FABI inhibitor,Other MoA
10408514,tcs-ox2-29,10408514.0,9.800054,10.350811,Morgan + MACCS + CACTVS + descriptors,tcs-ox2-29,orexin receptor antagonist,Other MoA
10409068,bms-582949,10409068.0,7.47776,11.062079,Morgan + MACCS + CACTVS + descriptors,bms-582949,p38 MAPK inhibitor,Other MoA
10410059,cp-775146,10410059.0,8.830239,6.737521,Morgan + MACCS + CACTVS + descriptors,cp-775146,PPAR receptor agonist,Other MoA
10410894,le-135,10410894.0,7.7949038,7.911891,Morgan + MACCS + CACTVS + descriptors,le-135,retinoid receptor agonist,Other MoA
10419027,norvancomycin,10419027.0,5.986981,5.484395,Morgan + MACCS + CACTVS + descriptors,norvancomycin,,Unknown
10425450,a-412997,10425450.0,7.857481,10.848219,Morgan + MACCS + CACTVS + descriptors,a-412997,dopamine receptor agonist,Other MoA
10427712,tg100-115,10427712.0,9.86464,10.205139,Morgan + MACCS + CACTVS + descriptors,tg100-115,PI3K inhibitor,Other MoA
10429706,cj-033466,10429706.0,7.4261665,11.039174,Morgan + MACCS + CACTVS + descriptors,cj-033466,serotonin receptor agonist,Other MoA
10430040,sacubitrilat,10430040.0,7.269921,7.283483,Morgan + MACCS + CACTVS + descriptors,sacubitrilat,neprilysin inhibitor,Other MoA
10430360,cc-401,10430360.0,10.125331,9.803703,Morgan + MACCS + CACTVS + descriptors,cc-401,JNK inhibitor,Other MoA
10430623,sam-315,10430623.0,8.077319,9.73961,Morgan + MACCS + CACTVS + descriptors,sam-315,serotonin receptor antagonist,serotonin receptor antagonist
10430788,daa-1106,10430788.0,8.818267,7.170716,Morgan + MACCS + CACTVS + descriptors,daa-1106,benzodiazepine receptor agonist,Other MoA
10435235,ly411575,10435235.0,7.4673433,8.118568,Morgan + MACCS + CACTVS + descriptors,ly411575,gamma secretase inhibitor,Other MoA
10436840,nh125,10436840.0,6.4365926,8.613595,Morgan + MACCS + CACTVS + descriptors,nh125,eukaryotic translation elongation factor 2 inhibitor,Other MoA
10437018,bms-599626,10437018.0,7.0739217,10.933976,Morgan + MACCS + CACTVS + descriptors,bms-599626,EGFR inhibitor|protein tyrosine kinase inhibitor,Other MoA
10443938,mr-948,10443938.0,9.653008,9.67741,Morgan + MACCS + CACTVS + descriptors,mr-948,thromboxane synthase inhibitor,Other MoA
10445549,galidesivir,10445549.0,6.5054116,11.5059185,Morgan + MACCS + CACTVS + descriptors,galidesivir,antiviral,Other MoA
10446295,jnj-10191584,10446295.0,7.4088397,10.906301,Morgan + MACCS + CACTVS + descriptors,jnj-10191584,histamine receptor antagonist,histamine receptor antagonist
1045,putrescine,1045.0,0.9205119,9.204445,Morgan + MACCS + CACTVS + descriptors,putrescine,tissue transglutaminase inhibitor,Other MoA
10452732,bevenopran,10452732.0,9.74357,10.274483,Morgan + MACCS + CACTVS + descriptors,bevenopran,opioid receptor antagonist,Other MoA
10453870,ipragliflozin-l-proline,10453870.0,8.835706,5.0347304,Morgan + MACCS + CACTVS + descriptors,ipragliflozin-l-proline,sodium/glucose cotransporter inhibitor,Other MoA
1046,pyrazinamide,1046.0,5.671696,11.144694,Morgan + MACCS + CACTVS + descriptors,pyrazinamide,fatty acid synthase inhibitor,Other MoA
10461815,pha-665752,10461815.0,8.154462,9.669836,Morgan + MACCS + CACTVS + descriptors,pha-665752,c-Met inhibitor,Other MoA
10468,pentacosanoic-acid,10468.0,0.4096028,8.286263,Morgan + MACCS + CACTVS + descriptors,pentacosanoic-acid,,Unknown
10472693,bempedoic-acid,10472693.0,0.45603248,8.267753,Morgan + MACCS + CACTVS + descriptors,bempedoic-acid,AMPK inhibitor,Other MoA
10474339,bms-191011,10474339.0,8.658346,7.5645413,Morgan + MACCS + CACTVS + descriptors,bms-191011,potassium channel activator,Other MoA
10474776,sb-328437,10474776.0,8.077049,8.027637,Morgan + MACCS + CACTVS + descriptors,sb-328437,CCR antagonist,Other MoA
10475082,2'-meccpa,10475082.0,6.08924,11.78245,Morgan + MACCS + CACTVS + descriptors,2'-meccpa,adenosine receptor agonist,Other MoA
10477896,perfluorohexyloctane,10477896.0,0.463744,8.7184305,Morgan + MACCS + CACTVS + descriptors,perfluorohexyloctane,,Unknown
10482134,glycerol-phenylbutyrate,10482134.0,7.1412916,6.256579,Morgan + MACCS + CACTVS + descriptors,glycerol-phenylbutyrate,sigma receptor ligand,Other MoA
